post,comment
"Lho? di Agustus 2020 itu berita akuisisi Pinehill oleh ICBP lagi heboh-hebohnya pas pandemi covid.. RUPS tanggal 3 Agustus 2020.

Coba deh browsing di google banyak beritanya. Akuisisi Pinehill senilai US$2,99 Miliar atau setara Rp43,99 Triliun dengan kurs saat itu Rp14.714,- per dolar AS.

Namun akuisisi tersebut didanai dengan pinjaman sindikasi dari Bank of China cabang Hongkong, BNP Paribas, Mizuho Bank cabang Singapore, OCBC dan Sumitomo Mitsui Bank cabang Singapore.

Pinehill Company Ltd sendiri merupakan perusahaan pembuatan mie instan di Arab Saudi, Nigeria, Turki, Mesir, Kenya, Maroko, dan Serbia, dengan menggunakan merk ""Indomie"" berdasarkan perjanjian lisensi dengan $INDF, induk perusahaan $ICBP.

Jadi, ya ibaratnya dulu Salim udah ngeluarin modal buat mendirikan Pinehill, nah pas ICBP dah cuan kotos-kotos, ICBP disuruh bayarin Pinehill tapi valuasinya premium (mahal) dan ya pemegang saham ritel nggak akan bisa berbuat apapun karena pemegang saham mayoritas ICBP masih dipegang INDF. Tentu hasil RUPS saat itu dipastikan kuorum tanpa perlu digelar sekalipun.

ICBP dinikmati saja bayar utang sindikasi banknya.","Oh kongkalikong ya, beli perusahaan sendiri di harga mahal. Kacau sih kalo gitu, di luar kendali kita"
"Lho? di Agustus 2020 itu berita akuisisi Pinehill oleh ICBP lagi heboh-hebohnya pas pandemi covid.. RUPS tanggal 3 Agustus 2020.

Coba deh browsing di google banyak beritanya. Akuisisi Pinehill senilai US$2,99 Miliar atau setara Rp43,99 Triliun dengan kurs saat itu Rp14.714,- per dolar AS.

Namun akuisisi tersebut didanai dengan pinjaman sindikasi dari Bank of China cabang Hongkong, BNP Paribas, Mizuho Bank cabang Singapore, OCBC dan Sumitomo Mitsui Bank cabang Singapore.

Pinehill Company Ltd sendiri merupakan perusahaan pembuatan mie instan di Arab Saudi, Nigeria, Turki, Mesir, Kenya, Maroko, dan Serbia, dengan menggunakan merk ""Indomie"" berdasarkan perjanjian lisensi dengan $INDF, induk perusahaan $ICBP.

Jadi, ya ibaratnya dulu Salim udah ngeluarin modal buat mendirikan Pinehill, nah pas ICBP dah cuan kotos-kotos, ICBP disuruh bayarin Pinehill tapi valuasinya premium (mahal) dan ya pemegang saham ritel nggak akan bisa berbuat apapun karena pemegang saham mayoritas ICBP masih dipegang INDF. Tentu hasil RUPS saat itu dipastikan kuorum tanpa perlu digelar sekalipun.

ICBP dinikmati saja bayar utang sindikasi banknya.","iya simpelnya gitu.

Tapi kalo nanti utang banknya lunas dan laba semakin meningkat, ya toh enak juga kan pemegang sahamnya?"
$EMTK niat naik ga lu,bener... saham gak jelas
"$EMTK kpn maen ke 500an lg ndarr..?
",gak bakal kayae
$EMTK naek turun lagi 422. begitu melulu. penutupan mesti turun 422$EMTK naek turun lagi 422. begitu melulu. penutupan mesti turun 422,anda salah sekarang 420 😂😂 et dah malah bner 🗿 nih saham mending di tek tokin aja dah
$EMTK naek turun lagi 422. begitu melulu. penutupan mesti turun 422$EMTK naek turun lagi 422. begitu melulu. penutupan mesti turun 422, et orang dalam wkwk
Berhubung liga champions epl dan liga eropa lain lagi libur bisa lah kita support timnas dulu $EMTK $SCMA,"Perhatikan, bahkan dalam acara seperti Piala Dunia kemarin bisa terjadi kejutan yang tidak terduga."
Berhubung liga champions epl dan liga eropa lain lagi libur bisa lah kita support timnas dulu $EMTK $SCMA," Ya, benar juga... kadang-kadang saham tidak menunjukkan kenaikan yang pasti."
"$CNMA Melihat betapa cerahnya masa depan perbioskopan mau tak mau Kompetitor mulai lahir dimana"".. Mending $EMTK dari pada CNMA.. EMTK restoran numpang jualan dibioskop 😆",kompetitor yg mana mas yg mau muncul?
"$CNMA Melihat betapa cerahnya masa depan perbioskopan mau tak mau Kompetitor mulai lahir dimana"".. Mending $EMTK dari pada CNMA.. EMTK restoran numpang jualan dibioskop 😆","Sudah muncul mas, PLATINUM CINEPLEX, Tripar Multivision Plus.. dibawah bendera $RAAM , Bioskopnya kekinian dan rata"" ada di Pakuwon mall.. 😬"
$EMTK muruluk,remuk
$EMTK paling mentok di angka 402. RUPS gak ngaruh. CL ajah, Sudah. $EMTK termasuk saham BUSUK. Dilihat dr penurunan 3 tahun -82%
"$EMTK
Titip sendal menjelang public expose 🫡", ngimpi bang
"$EMTK
Titip sendal menjelang public expose 🫡",Iseng-iseng berhadiah bang
"$EMTK
Titip sendal menjelang public expose 🫡",jangan terlalu berharap. saham nie sham busuk. lihat materi penyampaian laporannya minus
"$EMTK
Titip sendal menjelang public expose 🫡",lalu ngapain kau masih ngintip2 saham ini?
"$EMTK
Titip sendal menjelang public expose 🫡","yang tebar fear, nanti pas naik mah ikutan beli biasanya 😄"
"$EMTK
Titip sendal menjelang public expose 🫡",deviden cuman 5 rp. apa yg loe harapin pada. tinggal beberapa hari RUPS harga segitu malah turun
"$EMTK naik dikit turun laik
naik dikit turun lagi
turun turun terus", Udah cutloss di harga berapa bang?
"$EMTK naik dikit turun laik
naik dikit turun lagi
turun turun terus", $EMTK saya dah masuk di harga avg 396. Mudah2an beneran punya prospek yang ciamik. EMTK it's yours now... come on do the best for this year
"$EMTK sekarang punya porsi paling besar di porto saya, semoga ketika panen profitnya bisa melebihi sido.","kalo boleh tau, knp beli emtk bang?"
"$EMTK sekarang punya porsi paling besar di porto saya, semoga ketika panen profitnya bisa melebihi sido.", saya suka ini… 🥰🥰🥰 Semoga nyenyak tidurnya
$EMTK saham ini kalau ngikutin pola tahun kmren. harusnya pada RUPS bisa naek 100point. cuman gak tahu knp nih saham susah bgt naeknya. sementara tutup mata sampai tgl 12 aja dlu,beneran 100 point pak?
$EMTK saham yang punya banyakan ritel. apa bakalan naek?,"Ga bakalan naek bang ga usah dibeli, kalo udh punya mending lu cutloss aja 🤣"
$EMTK saham yang punya banyakan ritel. apa bakalan naek?,Gimana cara cek komposisi kempilikan saham anatara ritel dan non ritel bang ?
$EMTK saham yang punya banyakan ritel. apa bakalan naek?,"ads daftarnya. PD, XL itu retail"
$EMTK saham yang punya banyakan ritel. apa bakalan naek?,"ente bertanya pada orang yg salah, si @Arifnureffendhi itu ga paham pertanyaan ente, jadi jawaban dia ngawur.. nanti ane spill cara liat komposisi kepemilikan saham $EMTK"
$EMTK saham yang punya banyakan ritel. apa bakalan naek?,"ente bukannya udah CL bang, kok masih disini 😅"
"$CPIN ini saham kayak dijagain gak boleh naek tinggi, dikasih pager tinggi bener...moga2 ada yg tergerak duitnya buat rubuhin pagernya....",apakah saham perayaman tidak di ijinkan buat naik
"$CPIN ini saham kayak dijagain gak boleh naek tinggi, dikasih pager tinggi bener...moga2 ada yg tergerak duitnya buat rubuhin pagernya....",mdhan bs naik sampai 5700
"$CPIN ini saham kayak dijagain gak boleh naek tinggi, dikasih pager tinggi bener...moga2 ada yg tergerak duitnya buat rubuhin pagernya...."," yah yg buat peraturan begitu sih gak ada bang, ada beberapa kemungkinan"
"$CPIN ini saham kayak dijagain gak boleh naek tinggi, dikasih pager tinggi bener...moga2 ada yg tergerak duitnya buat rubuhin pagernya....",akumulasi blom selesai diharga bawah jd dijagain jgn naik dulu
"$CPIN ini saham kayak dijagain gak boleh naek tinggi, dikasih pager tinggi bener...moga2 ada yg tergerak duitnya buat rubuhin pagernya....",sekarang udah di pucuk nunggu longsor lagi
"$CPIN ini saham kayak dijagain gak boleh naek tinggi, dikasih pager tinggi bener...moga2 ada yg tergerak duitnya buat rubuhin pagernya...."," nunggu moment LK Q2 buat kepastian
itu sih pendapat saya pribadi yah om"
"$CPIN ini saham kayak dijagain gak boleh naek tinggi, dikasih pager tinggi bener...moga2 ada yg tergerak duitnya buat rubuhin pagernya....",beli dunk kak 21 rb lot di 5350 biar temboknya rubuh…
"$CPIN dividen final 30 harga saham 5200

$BSSR jika harga saham berapa jika dividen final 350 up ?",mantap 3100
"$CPIN dividen final 30 harga saham 5200

$BSSR jika harga saham berapa jika dividen final 350 up ?",bren 2 piah harga 13k 🤫
"Coba @dibalik cara pikirnya..

$BSSR Harga 3.960 keluar Rp.350,
untuk untuk Dev Rp 30, seperti pada $CPIN
dibutuhkan harga $BSSR di harga berapa???"," hanya butuh.
RP 334.

artinya $BSSR memberikan Dev
11 kali lebih banyak.. dari Cpin."
"$JPFA $CPIN supply chain nya nggak sehat

distributor GPM <±5%, kadang cuma dikasi cuan cashback an","yang sehat yang gimana?? tapi kan distributor tidak ada kerugian,, barang ga laku bisa di pulangi"
"$JPFA $CPIN supply chain nya nggak sehat

distributor GPM <±5%, kadang cuma dikasi cuan cashback an","Kartel narkoba juga begini, mami kurir distri gak boleh margin besar besar. Gedeg gak kenceng uang kembali"
"$BBRI $BBNI $BMRI ketiganya membentuk higher low, dimarkup bwt diturunin lbh dalam lg, mending ketiganya nunggu dibawah 4000 aja",Oh iya kah xixixixi
"$BBRI $BBNI $BMRI ketiganya membentuk higher low, dimarkup bwt diturunin lbh dalam lg, mending ketiganya nunggu dibawah 4000 aja",lot kecil banyak bacot
"$BMRI iep banting yg dlm, udah antri dibawah buat nambah muatan",nyinyinyinyi
"$BMRI iep banting yg dlm, udah antri dibawah buat nambah muatan",gt aja terus sampek sukses
"$BMRI iep banting yg dlm, udah antri dibawah buat nambah muatan",$BMRI dah keluarkah LK nya?
$BMRI $BBNI Apakah bandar asing udah mulai masuk big bank lagi? Apakah ini udah uptrend dari perbankan big 4?,"belum tentu, brkl cm.trik bandar...dinaikin, besok dibanting lg lbh dlm hahaha"
$BMRI $BBNI Apakah bandar asing udah mulai masuk big bank lagi? Apakah ini udah uptrend dari perbankan big 4?,"kalau dibanting, kita order lagi lah"
"Kepala Otoritas IKN mengundurkan diri.... tentu ini tanda tanya besar... Apakah ini signal suram nya IKN???? yang pasti lupakan persahaman dulu,, jaga mental kalian gaes.. .. $BBRI $BMRI $BBCA $IHSG .. kalian jangan fomo kalau saham naik. semua hanya sesaat .. uda waktunya berdoa buat Indonesia... semiga PDIP oposisi,, dan bongkar semua korupsi di IKN dan dimana2.. gas indonesia perang politik guna menghancurkan otoritarian.. menghancurkan pemerintahaan yang semena2",Link berita dong
"Kepala Otoritas IKN mengundurkan diri.... tentu ini tanda tanya besar... Apakah ini signal suram nya IKN???? yang pasti lupakan persahaman dulu,, jaga mental kalian gaes.. .. $BBRI $BMRI $BBCA $IHSG .. kalian jangan fomo kalau saham naik. semua hanya sesaat .. uda waktunya berdoa buat Indonesia... semiga PDIP oposisi,, dan bongkar semua korupsi di IKN dan dimana2.. gas indonesia perang politik guna menghancurkan otoritarian.. menghancurkan pemerintahaan yang semena2",Stres anda
"Bulan depan, target mau beli saham $BBCA, $BMRI, dan $BBRI. Kira-kira gimana ya?

Ada yang mau kasih saran soal saham-saham yang aku pilih?
Ada insight ga ya?

Kalau insight dari saya sih, ini

BBCA
Kinerja Kuat Q1 2024: Laba bersih tumbuh 14,3% YoY menjadi Rp 9,88 triliun, didorong oleh pertumbuhan bisnis kredit dan fee.
Ekspansi Bisnis Digital: BCA terus mengembangkan layanan digitalnya, seperti BCA Mobile dan Solitaire, untuk meningkatkan penetrasi pasar dan pendapatan non-bunga.
Target Pertumbuhan Kredit Ambisius: BCA menargetkan pertumbuhan kredit 11%-12% di tahun 2024, didukung oleh prospek ekonomi Indonesia yang positif.

BMRI
Laba Bersih Tumbuh Kokoh: Laba bersih Q1 2024 Bank Mandiri naik 11,2% YoY menjadi Rp 4,6 triliun, ditopang oleh pertumbuhan kredit dan CASA (Current Accounts, Savings Accounts).
Fokus pada Kredit UMKM: Bank Mandiri fokus pada penyaluran kredit ke sektor UMKM yang memiliki potensi pertumbuhan tinggi.
Digitalisasi yang Agresif: Bank Mandiri terus mempercepat digitalisasi untuk meningkatkan efisiensi dan layanan nasabah.

BBRI
Raksasa Kredit UMKM: BBRI merupakan bank dengan penyaluran kredit UMKM terbesar di Indonesia, dengan portofolio kredit UMKM mencapai Rp 485 triliun per Maret 2024.
Laba Bersih Stabil: Laba bersih BBRI di Q1 2024 relatif stabil dibandingkan periode sebelumnya, di level Rp 8,1 triliun.
Peluang Pertumbuhan dari KUR: BBRI memiliki peluang besar untuk meningkatkan laba dari penyaluran Kredit Usaha Rakyat (KUR).",BMRI tumbuh 11% darimana lae?
"Bulan depan, target mau beli saham $BBCA, $BMRI, dan $BBRI. Kira-kira gimana ya?

Ada yang mau kasih saran soal saham-saham yang aku pilih?
Ada insight ga ya?

Kalau insight dari saya sih, ini

BBCA
Kinerja Kuat Q1 2024: Laba bersih tumbuh 14,3% YoY menjadi Rp 9,88 triliun, didorong oleh pertumbuhan bisnis kredit dan fee.
Ekspansi Bisnis Digital: BCA terus mengembangkan layanan digitalnya, seperti BCA Mobile dan Solitaire, untuk meningkatkan penetrasi pasar dan pendapatan non-bunga.
Target Pertumbuhan Kredit Ambisius: BCA menargetkan pertumbuhan kredit 11%-12% di tahun 2024, didukung oleh prospek ekonomi Indonesia yang positif.

BMRI
Laba Bersih Tumbuh Kokoh: Laba bersih Q1 2024 Bank Mandiri naik 11,2% YoY menjadi Rp 4,6 triliun, ditopang oleh pertumbuhan kredit dan CASA (Current Accounts, Savings Accounts).
Fokus pada Kredit UMKM: Bank Mandiri fokus pada penyaluran kredit ke sektor UMKM yang memiliki potensi pertumbuhan tinggi.
Digitalisasi yang Agresif: Bank Mandiri terus mempercepat digitalisasi untuk meningkatkan efisiensi dan layanan nasabah.

BBRI
Raksasa Kredit UMKM: BBRI merupakan bank dengan penyaluran kredit UMKM terbesar di Indonesia, dengan portofolio kredit UMKM mencapai Rp 485 triliun per Maret 2024.
Laba Bersih Stabil: Laba bersih BBRI di Q1 2024 relatif stabil dibandingkan periode sebelumnya, di level Rp 8,1 triliun.
Peluang Pertumbuhan dari KUR: BBRI memiliki peluang besar untuk meningkatkan laba dari penyaluran Kredit Usaha Rakyat (KUR).", Bagus smua beli aja take profit max 2 tahun stlah beli 🔥
"Bulan depan, target mau beli saham $BBCA, $BMRI, dan $BBRI. Kira-kira gimana ya?

Ada yang mau kasih saran soal saham-saham yang aku pilih?
Ada insight ga ya?

Kalau insight dari saya sih, ini

BBCA
Kinerja Kuat Q1 2024: Laba bersih tumbuh 14,3% YoY menjadi Rp 9,88 triliun, didorong oleh pertumbuhan bisnis kredit dan fee.
Ekspansi Bisnis Digital: BCA terus mengembangkan layanan digitalnya, seperti BCA Mobile dan Solitaire, untuk meningkatkan penetrasi pasar dan pendapatan non-bunga.
Target Pertumbuhan Kredit Ambisius: BCA menargetkan pertumbuhan kredit 11%-12% di tahun 2024, didukung oleh prospek ekonomi Indonesia yang positif.

BMRI
Laba Bersih Tumbuh Kokoh: Laba bersih Q1 2024 Bank Mandiri naik 11,2% YoY menjadi Rp 4,6 triliun, ditopang oleh pertumbuhan kredit dan CASA (Current Accounts, Savings Accounts).
Fokus pada Kredit UMKM: Bank Mandiri fokus pada penyaluran kredit ke sektor UMKM yang memiliki potensi pertumbuhan tinggi.
Digitalisasi yang Agresif: Bank Mandiri terus mempercepat digitalisasi untuk meningkatkan efisiensi dan layanan nasabah.

BBRI
Raksasa Kredit UMKM: BBRI merupakan bank dengan penyaluran kredit UMKM terbesar di Indonesia, dengan portofolio kredit UMKM mencapai Rp 485 triliun per Maret 2024.
Laba Bersih Stabil: Laba bersih BBRI di Q1 2024 relatif stabil dibandingkan periode sebelumnya, di level Rp 8,1 triliun.
Peluang Pertumbuhan dari KUR: BBRI memiliki peluang besar untuk meningkatkan laba dari penyaluran Kredit Usaha Rakyat (KUR)."," kemarin dirut BBCA beli di 9000, direktur BMRI beli di 6000."
" nanti pas sudah cut rate canada +europe..
pada fomo deh beli $BBRI $BMRI $BBNI",habis CL terbitlah Terbang wkwk
" nanti pas sudah cut rate canada +europe..
pada fomo deh beli $BBRI $BMRI $BBNI",om infonya itu dari mana saya mau baca baca juga hehe
"Sell in May sudah berakhir, saya rasa kurang cocok ya analogi Sell in May saat pasar ambruk, apabila mata kita sudah terbuka, seharusnya kejadian bulan May adalah Buy besar2an, istilahnya SEROK, jadi ""sell in may"" ini apakah keputusan yg bijak? saya rasa ngga ya, simple aja masa iya sell saat ambruk dan buy saat hijau? Lebih baik ""Ready Cash in May"" hahaha 🤣🤣", Sell waktu ATH lah
"Sell in May sudah berakhir, saya rasa kurang cocok ya analogi Sell in May saat pasar ambruk, apabila mata kita sudah terbuka, seharusnya kejadian bulan May adalah Buy besar2an, istilahnya SEROK, jadi ""sell in may"" ini apakah keputusan yg bijak? saya rasa ngga ya, simple aja masa iya sell saat ambruk dan buy saat hijau? Lebih baik ""Ready Cash in May"" hahaha 🤣🤣","Smua trgntung kondisi, manset manset sprti ini spa yg ciptakan, yaa tdk lain tdk bukan market maker, supaya bursa brjalan dinamis, tdk statis😅✌️"
"Sell in May sudah berakhir, saya rasa kurang cocok ya analogi Sell in May saat pasar ambruk, apabila mata kita sudah terbuka, seharusnya kejadian bulan May adalah Buy besar2an, istilahnya SEROK, jadi ""sell in may"" ini apakah keputusan yg bijak? saya rasa ngga ya, simple aja masa iya sell saat ambruk dan buy saat hijau? Lebih baik ""Ready Cash in May"" hahaha 🤣🤣",lah ya emang sell in may makanya harganya turun 😅 beli nya nanti kalau udah murah lagi.. makanya awal bulan juni membaik karna uang udah mulai masuk lagi
"Sell in May sudah berakhir, saya rasa kurang cocok ya analogi Sell in May saat pasar ambruk, apabila mata kita sudah terbuka, seharusnya kejadian bulan May adalah Buy besar2an, istilahnya SEROK, jadi ""sell in may"" ini apakah keputusan yg bijak? saya rasa ngga ya, simple aja masa iya sell saat ambruk dan buy saat hijau? Lebih baik ""Ready Cash in May"" hahaha 🤣🤣",yakin kak ??? abis ini suku bunga naik lg kan ya
"Tag: $BMRI $TOWR
Updated News & Events:", BmRI to the moon
"Tag: $BMRI $TOWR
Updated News & Events:", klu terancam starlink mestinya ga bakalan lagi nambah beban hutang
"Tag: $BMRI $TOWR
Updated News & Events:",turun lah Gilak aja
"Perbandingan LDR, NIM, NPL the big 4 $BBRI $BBNI $BBCA $BMRI",sudah check breakdown NPL $BBRI?? apakah prosentasenya mayoritas dari nasabah restrukturisasi? artinya apakah nasabah baru baik baik saja & lancar??
"Perbandingan LDR, NIM, NPL the big 4 $BBRI $BBNI $BBCA $BMRI","Kenanyakan nasabah BBRI kalangan menengah kebawah, makadari itu, resiko kredit macetnya lumayan besar"
